"mu","sigma","item_overlap","class_overlap","add_k","zipf_s","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","frac_tie","mean_ob_nobs","mean_ow_nobs","sd_ob_nobs","sd_ow_nobs","n_both","mean_log_ratio","sd_log_ratio","n_ob_lt_ow","frac_ob_lt_ow_ci_lo","frac_ob_lt_ow_ci_hi","frac_ow_lt_ob_ci_lo","frac_ow_lt_ob_ci_hi","mean_ob_nobs_ci_lo","mean_ob_nobs_ci_hi","mean_ow_nobs_ci_lo","mean_ow_nobs_ci_hi","mean_log_ratio_ci_lo","mean_log_ratio_ci_hi"
10,1,0.5,0.3,10,1.5,50,0.02,0,0.02,0,355000,144832,NA,NA,1,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.00353925927164624,0.104954435896378,NA,NA,NA,NA,NA,NA
10,1,0.5,0.4,0.001,0.5,50,0.32,0,0.32,0,142114.6875,71,150722.351001975,0,16,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.207582162606568,0.458102973081441,61800.4158627849,222428.959137215,71,71,NA,NA
10,1,0.5,0.4,0.001,1,50,0.06,0,0.06,0,25748,71,11262.1359874582,0,3,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.020614970348974,0.162170916888382,-2228.69672130546,53724.6967213055,71,71,NA,NA
10,1,0.5,0.4,0.001,1.5,50,0.02,0,0,0.02,71,71,NA,NA,1,NA,NA,0,6.93889390390723e-18,0.0713475991333587,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
10,1,0.5,0.4,0.01,0.5,50,0.42,0,0.42,0,128944.80952381,71,148728.451976957,0,21,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.29375003354712,0.557665582314218,61244.4298587539,196645.189188866,71,71,NA,NA
10,1,0.5,0.4,0.01,1,50,0.08,0,0.08,0,34083,71,19038.0156003718,0,4,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.031549514088593,0.188382469183428,3789.26879633159,64376.7312036684,71,71,NA,NA
10,1,0.5,0.4,0.01,1.5,50,0.04,0,0.02,0.02,18906,71,26636.7124472972,0,2,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.00353925927164624,0.104954435896378,-220415.36620585,258227.36620585,71,71,NA,NA
10,1,0.5,0.4,0.1,0.5,50,0.62,0,0.62,0,83775.1290322581,174,121526.763054547,0,31,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.48150446930993,0.741372106898064,39198.7524623998,128351.505602116,174,174,NA,NA
10,1,0.5,0.4,0.1,1,50,0.26,0,0.26,0,67488.6923076923,174,26905.8888392629,0,13,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.158715274935524,0.395531572648488,51229.6264068635,83747.7582085211,174,174,NA,NA
10,1,0.5,0.4,0.1,1.5,50,0.14,0.02,0.12,0,180603.571428571,272,140545.700445154,0,7,1.34312218925468,NA,1,0.00353925927164624,0.104954435896378,0.0561760015093228,0.23804817383203,50620.4779274894,310586.664929653,272,272,NA,NA
10,1,0.5,0.4,0.5,0.5,50,0.98,0.02,0.96,0,89223.9591836735,1637,39717.4914054245,0,49,1.34383656414251,NA,1,0.00353925927164624,0.104954435896378,0.86539909312493,0.98896111567238,77815.7636543323,100632.154713015,1637,1637,NA,NA
10,1,0.5,0.4,0.5,1,50,0.74,0,0.74,0,190055.945945946,1637,74152.5831036346,0,37,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.604468427351512,0.841284725064476,165332.243812154,214779.648079738,1637,1637,NA,NA
10,1,0.5,0.4,0.5,1.5,50,0.12,0.02,0.1,0,195693.333333333,2563,143682.892553939,0,6,3.58625384932276,NA,1,0.00353925927164624,0.104954435896378,0.0434757649318904,0.213602314374797,44907.3850438841,346479.281622782,2563,2563,NA,NA
10,1,0.5,0.4,1,0.5,50,0.98,0.04,0.94,0,148301.020408163,6282,73461.3091941629,0,49,1.56852909894337,1.58410384079048,2,0.0110388843276198,0.13460090687507,0.837829083111618,0.979385029651026,127200.468750111,169401.572066215,6282,6282,-12.6640792283797,15.8011374262664
10,1,0.5,0.4,1,1,50,0.68,0,0.68,0,288605.205882353,6282,85941.8652429721,0,34,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.541897026918559,0.792417837393432,258618.671491162,318591.740273544,6282,6282,NA,NA
10,1,0.5,0.4,1,1.5,50,0.06,0.02,0.04,0,166634.333333333,7466.33333333333,178466.117412615,2051.32550643074,3,4.93102285378184,NA,1,0.00353925927164624,0.104954435896378,0.0110388843276198,0.13460090687507,-276700.079201006,609968.745867672,2370.55828373338,12562.1083829333,NA,NA
10,1,0.5,0.4,3,0.5,50,0.44,0.04,0.4,0,219872.681818182,24106,118020.115755701,0,22,2.91330146999306,1.58410384079048,2,0.0110388843276198,0.13460090687507,0.276083897302565,0.538185622524106,167545.49394195,272199.869694414,24106,24106,-11.31930685733,17.1459097973161
10,1,0.5,0.4,3,1,50,0.08,0,0.08,0,249916,34332.25,121340.551375045,6817.5,4,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.031549514088593,0.188382469183428,56836.1052977,442995.8947023,23484.0861568642,45180.4138431358,NA,NA
10,1,0.5,0.4,3,1.5,50,0.02,0.02,0,0,71,37741,NA,NA,1,6.2758224386155,NA,1,0.00353925927164624,0.104954435896378,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
10,1,0.5,0.4,5,0.5,50,0.28,0.04,0.24,0,215448.785714286,59088,131277.443463001,0,14,3.80986855593712,1.58410384079048,2,0.0110388843276198,0.13460090687507,0.142973913969917,0.374126837579429,139651.446502916,291246.124925656,59088,59088,-10.4227397713859,18.0424768832602
10,1,0.5,0.4,5,1,50,0.04,0,0.04,0,185790.5,59088,57924.0661944584,0,2,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.0110388843276198,0.13460090687507,-334636.586686611,706217.586686611,59088,59088,NA,NA
10,1,0.5,0.4,5,1.5,50,0.02,0.02,0,0,71,92508,NA,NA,1,7.17237052920595,NA,1,0.00353925927164624,0.104954435896378,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
10,1,0.5,0.4,10,0.5,50,0.14,0.04,0.04,0.06,164133.571428571,144832,145153.021702222,0,7,4.70641514783798,1.58410384079048,2,0.0110388843276198,0.13460090687507,0.0110388843276198,0.13460090687507,29889.4164517547,298377.726405387,144832,144832,-9.52619317948508,18.939023475161
10,1,0.5,0.4,10,1,50,0.04,0,0.02,0.02,185790.5,144832,57924.0661944584,0,2,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.00353925927164624,0.104954435896378,-334636.586686611,706217.586686611,144832,144832,NA,NA
10,1,0.5,0.4,10,1.5,50,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,6.93889390390723e-18,0.0713475991333587,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
10,1,0.6,0.2,0.001,0.5,50,1,0,1,0,2332.38,71,742.560322293683,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,2121.34669138824,2543.41330861176,71,71,NA,NA
10,1,0.6,0.2,0.001,1,50,1,0,1,0,4314.46,71,1490.4811058644,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,3890.86995653754,4738.05004346246,71,71,NA,NA
10,1,0.6,0.2,0.001,1.5,50,1,0,1,0,21068.26,71,11958.2860450443,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,17669.7527088799,24466.7672911201,71,71,NA,NA
10,1,0.6,0.2,0.01,0.5,50,1,0,1,0,3616.74,71,685.480817695558,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,3421.92850710828,3811.55149289172,71,71,NA,NA
10,1,0.6,0.2,0.01,1,50,1,0,1,0,7048.1,71,1870.46841508664,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,6516.5187581283,7579.68124187171,71,71,NA,NA
10,1,0.6,0.2,0.01,1.5,50,1,0,1,0,24871.3,71,5468.70232434029,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,23317.1119957803,26425.4880042197,71,71,NA,NA
10,1,0.6,0.2,0.1,0.5,50,1,0,1,0,9547.44,174,1228.86262595515,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,9198.20110586732,9896.67889413268,174,174,NA,NA
10,1,0.6,0.2,0.1,1,50,1,0,1,0,21895.44,174,4658.71550642405,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,20571.4477024251,23219.4322975749,174,174,NA,NA
10,1,0.6,0.2,0.1,1.5,50,1,0,1,0,75185.58,272,18871.0909098049,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,69822.4753036594,80548.6846963406,272,272,NA,NA
10,1,0.6,0.2,0.5,0.5,50,1,0,1,0,17036.98,1637,4442.77300099469,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,15774.357883436,18299.602116564,1637,1637,NA,NA
10,1,0.6,0.2,0.5,1,50,1,0.02,0.98,0,40605.08,1637,11711.2809871857,0,50,0.896332403834489,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,37276.7707696149,43933.3892303851,1637,1637,NA,NA
10,1,0.6,0.2,0.5,1.5,50,1,0,1,0,132225.38,2563,25112.0544473553,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,125088.613091024,139362.146908976,2563,2563,NA,NA
10,1,0.6,0.2,1,0.5,50,1,0.02,0.98,0,20457.64,6282,5012.83519825836,0,50,0.448398531016766,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,19033.0079995367,21882.2720004633,6282,6282,NA,NA
10,1,0.6,0.2,1,1,50,1,0.02,0.98,0,48377.22,6282,15066.6323665569,0,50,2.24115550656195,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,44095.3304585143,52659.1095414857,6282,6282,NA,NA
10,1,0.6,0.2,1,1.5,50,1,0,1,0,152340.08,8626.98,46151.1869092911,1700.17488284144,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,139224.057802984,165456.102197016,8143.79564450364,9110.16435549636,NA,NA
10,1,0.6,0.2,3,0.5,50,1,0.28,0.2,0.52,24229.72,24651.4,8206.65569370996,2699.03002985162,50,0.60838755053648,0.377413310044352,14,0.174741706659112,0.416651236959566,0.112437500157761,0.330371059322254,21897.4142577115,26562.0257422885,23884.3441526276,25418.4558473724,0.390475593008298,0.826299508064662
10,1,0.6,0.2,3,1,50,1,0.1,0.46,0.44,48216.48,36377.5,19649.7432898431,4132.02898349082,50,1.16547184003086,1.60367569935024,5,0.0434757649318904,0.213602314374797,0.329696521922244,0.596011286008425,42632.0847457283,53800.8752542717,35203.1903560747,37551.8096439253,-0.825754540646576,3.1566982207083
10,1,0.6,0.2,3,1.5,50,1,0.02,0.94,0.04,116355.08,43718.16,43455.2643600947,9682.08912639357,50,0.896567085944056,NA,1,0.00353925927164624,0.104954435896378,0.837829083111618,0.979385029651026,104005.230514125,128704.929485875,40966.5407156495,46469.7792843505,NA,NA
10,1,0.6,0.2,5,0.5,50,1,1,0,0,26335.66,59088,9976.72722422191,0,50,0.896566892477422,0.461805632249214,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,23500.3054947375,29171.0145052625,59088,59088,0.765323183941978,1.02781060101287
10,1,0.6,0.2,5,1,50,1,0.58,0.08,0.34,47101.2,59088,19156.2583539283,0,50,0.680140599076255,0.763534120150837,29,0.442334417685782,0.70624996645288,0.031549514088593,0.188382469183428,41657.0516127498,52545.3483872502,59088,59088,0.389707752406599,0.970573445745911
10,1,0.6,0.2,5,1.5,50,1,0.34,0.34,0.32,100658.52,92508,45198.2006528434,0,50,0.553745429673454,0.252067452461102,17,0.224369492225001,0.478461739497674,0.224369492225001,0.478461739497674,87813.3335003969,113503.706499603,92508,92508,0.424144304513474,0.683346554833434
10,1,0.6,0.2,10,0.5,50,1,1,0,0,30090.92,144832,13172.2400568741,0,50,1.68552388637545,0.52466350930417,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,26347.4107960015,33834.4292039985,144832,144832,1.53641616683785,1.83463160591305
10,1,0.6,0.2,10,1,50,1,1,0,0,45733.16,144832,18269.2864469305,0,50,1.28206344493468,0.695674810398685,50,0.928652400866641,1,6.93889390390723e-18,0.0713475991333587,40541.0862396316,50925.2337603684,144832,144832,1.08435485137179,1.47977203849757
10,1,0.6,0.2,10,1.5,50,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,6.93889390390723e-18,0.0713475991333587,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
10,1,0.6,0.3,0.001,0.5,50,1,0,1,0,3603.2,71,1362.75514742625,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,3215.90927229084,3990.49072770916,71,71,NA,NA
10,1,0.6,0.3,0.001,1,50,1,0,1,0,11611.48,71,19564.44176461,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,6051.32717096851,17171.6328290315,71,71,NA,NA
10,1,0.6,0.3,0.001,1.5,50,0.92,0,0.92,0,69159.4565217391,71,67545.5303982947,0,46,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.811617530816572,0.968450485911407,49100.9099724792,89218.0030709991,71,71,NA,NA
10,1,0.6,0.3,0.01,0.5,50,1,0,1,0,4467.76,71,1182.70935170575,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,4131.63772127983,4803.88227872017,71,71,NA,NA
10,1,0.6,0.3,0.01,1,50,1,0,1,0,9529.18,71,2029.10214073886,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,8952.51555212236,10105.8444478776,71,71,NA,NA
10,1,0.6,0.3,0.01,1.5,50,0.96,0,0.96,0,40582.75,71,16825.3216105331,0,48,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.86539909312493,0.98896111567238,35697.1858767466,45468.3141232534,71,71,NA,NA
10,1,0.6,0.3,0.1,0.5,50,1,0,1,0,12402.82,174,3134.99845190861,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,11511.8632979836,13293.7767020164,174,174,NA,NA
10,1,0.6,0.3,0.1,1,50,1,0,1,0,26333.32,174,7053.71673178367,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,24328.6758852695,28337.9641147305,174,174,NA,NA
10,1,0.6,0.3,0.1,1.5,50,1,0,1,0,104387.4,270.04,31041.5266876815,13.8592929112563,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,95565.4957255741,113209.304274426,266.101232535227,273.978767464773,NA,NA
10,1,0.6,0.3,0.5,0.5,50,1,0,1,0,23840.86,1637,6667.0508702522,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,21946.1051072443,25735.6148927557,1637,1637,NA,NA
10,1,0.6,0.3,0.5,1,50,1,0,1,0,58073.38,1637,13423.7940588451,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,54258.379939654,61888.380060346,1637,1637,NA,NA
10,1,0.6,0.3,0.5,1.5,50,1,0,1,0,197396.12,2563,44770.9576019717,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,184672.354631987,210119.885368013,2563,2563,NA,NA
10,1,0.6,0.3,1,0.5,50,1,0,1,0,30474.24,6282,10298.2845481712,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,27547.4999144095,33400.9800855905,6282,6282,NA,NA
10,1,0.6,0.3,1,1,50,1,0,1,0,75105.48,6282,22809.3152374558,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,68623.1443335042,81587.8156664958,6282,6282,NA,NA
10,1,0.6,0.3,1,1.5,50,1,0,1,0,264488.06,8982.28,81734.7394659563,1532.83209991526,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,241259.304059012,287716.815940987,8546.65393720117,9417.90606279883,NA,NA
10,1,0.6,0.3,3,0.5,50,1,0.12,0.74,0.14,42509.6,25469.5,18704.0419859517,4132.02898349082,50,0.597715930549628,0.231494737387382,6,0.0561760015093228,0.23804817383203,0.604468427351512,0.841284725064476,37193.9700825324,47825.2299174676,24295.1903560747,26643.8096439253,0.354777102686948,0.840654758412308
10,1,0.6,0.3,3,1,50,1,0.02,0.9,0.08,93777.82,36377.5,43955.1738589092,4132.02898349082,50,0.448286264508531,NA,1,0.00353925927164624,0.104954435896378,0.786397685625204,0.95652423506811,81285.8978065299,106269.74219347,35203.1903560747,37551.8096439253,NA,NA
10,1,0.6,0.3,3,1.5,50,0.88,0,0.88,0,191096.772727273,44533.2272727273,92089.4177648699,10057.752150418,44,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.76195182616797,0.943823998490677,163099.030718907,219094.514735639,41475.3911312231,47591.0634142315,NA,NA
10,1,0.6,0.3,5,0.5,50,1,0.52,0.14,0.34,50190.6,59088,25733.0387047389,0,50,0.689665943372022,0.316498663383343,26,0.385117448900446,0.652028647134219,0.0695083342701629,0.261861937105855,42877.3513177633,57503.8486822367,59088,59088,0.561829366674242,0.817502520069803
10,1,0.6,0.3,5,1,50,1,0.12,0.6,0.28,93582.28,59756.4,45619.1905076478,4726.30172545088,50,0.597709576271701,0.23149403157001,6,0.0561760015093228,0.23804817383203,0.461814377475894,0.723916102697434,80617.4495074658,106547.110492534,58413.1999115028,61099.6000884972,0.354771489118926,0.840647663424476
10,1,0.6,0.3,5,1.5,50,0.92,0.04,0.72,0.16,171883.02173913,92508,83658.2878538879,0,46,0.448267269154918,0,2,0.0110388843276198,0.13460090687507,0.583348763040434,0.825258293340888,147039.57686197,196726.46661629,92508,92508,0.448267269154918,0.448267269154918
10,1,0.6,0.3,10,0.5,50,1,0.9,0,0.1,63344.92,144832,36675.4655982799,0,50,1.10574907337343,0.528686548058113,45,0.786397685625204,0.95652423506811,6.93889390390723e-18,0.0713475991333587,52921.868003127,73767.971996873,144832,144832,0.946914050359462,1.2645840963874
10,1,0.6,0.3,10,1,50,1,0.64,0.1,0.26,106053.26,144832,64287.5761202802,0,50,0.826508135848854,0.379510821321668,32,0.501410168761127,0.758612503481533,0.0434757649318904,0.213602314374797,87782.933019174,124323.586980826,144832,144832,0.689679893684414,0.963336378013294
10,1,0.6,0.3,10,1.5,50,0.02,0,0,0.02,144832,144832,NA,NA,1,NA,NA,0,6.93889390390723e-18,0.0713475991333587,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
10,1,0.6,0.4,0.001,0.5,50,1,0,1,0,12735.68,71,31156.8366870658,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,3881.0049863419,21590.3550136581,71,71,NA,NA
10,1,0.6,0.4,0.001,1,50,0.4,0,0.4,0,24764.4,71,20924.8024159696,0,20,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.276083897302565,0.538185622524106,14971.2910178359,34557.5089821641,71,71,NA,NA
10,1,0.6,0.4,0.001,1.5,50,0.26,0,0.26,0,104180.615384615,71,119823.421877457,0,13,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.158715274935524,0.395531572648488,31772.0462268694,176589.184542361,71,71,NA,NA
10,1,0.6,0.4,0.01,0.5,50,1,0,1,0,7044.62,71,2196.50403949326,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,6420.38045889235,7668.85954110765,71,71,NA,NA
10,1,0.6,0.4,0.01,1,50,0.82,0,0.82,0,25500.5365853659,71,54558.803108709,0,41,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.692039463256992,0.902298073297658,8279.65343539507,42721.4197353367,71,71,NA,NA
10,1,0.6,0.4,0.01,1.5,50,0.38,0,0.38,0,46520.6842105263,71,19064.0739060343,0,19,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.258627893101936,0.51849553069007,37332.0947147034,55709.2737063492,71,71,NA,NA
10,1,0.6,0.4,0.1,0.5,50,1,0,1,0,16166.08,174,3760.27158615341,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,15097.4226394053,17234.7373605947,174,174,NA,NA
10,1,0.6,0.4,0.1,1,50,1,0,1,0,38725.26,174,8997.48227552393,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,36168.2038299175,41282.3161700825,174,174,NA,NA
10,1,0.6,0.4,0.1,1.5,50,0.84,0,0.84,0,161905.214285714,269.666666666667,50639.7281682373,15.121728296285,42,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.71485783936965,0.916625793219666,146124.764098455,177685.664472973,264.954404402304,274.37892893103,NA,NA
10,1,0.6,0.4,0.5,0.5,50,1,0,1,0,37489.26,1637,10070.3618296464,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,34627.2948343103,40351.2251656897,1637,1637,NA,NA
10,1,0.6,0.4,0.5,1,50,1,0,1,0,86377.14,1637,20368.4148181563,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,80588.5005572473,92165.7794427527,1637,1637,NA,NA
10,1,0.6,0.4,0.5,1.5,50,0.98,0,0.98,0,306951.020408163,2563,76774.1249015279,0,49,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.895045564103622,0.996460740728354,284898.916977706,329003.12383862,2563,2563,NA,NA
10,1,0.6,0.4,1,0.5,50,1,0.02,0.98,0,52622.94,6282,15977.680542774,0,50,1.79271503547372,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,48082.1334316283,57163.7465683717,6282,6282,NA,NA
10,1,0.6,0.4,1,1,50,1,0.02,0.98,0,135768.44,6282,37322.7756022994,0,50,0.896509953734521,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,125161.424535454,146375.455464546,6282,6282,NA,NA
10,1,0.6,0.4,1,1.5,50,0.4,0.02,0.38,0,331151.55,8591.45,81653.179000527,1738.69780295484,20,0.448259050724568,NA,1,0.00353925927164624,0.104954435896378,0.258627893101936,0.51849553069007,292936.685897769,369366.414102231,7777.71437980647,9405.18562019353,NA,NA
10,1,0.6,0.4,3,0.5,50,1,0.04,0.92,0.04,93562.08,24651.4,44033.5315783185,2699.03002985162,50,1.79288683551598,1.90155236349334,2,0.0110388843276198,0.13460090687507,0.811617530816572,0.968450485911407,81047.88878907,106076.27121093,23884.3441526276,25418.4558473724,-15.291883308082,18.877656979114
10,1,0.6,0.4,3,1,50,0.96,0.02,0.94,0,261140.395833333,36320.6875,99036.2141193579,4209.25100810134,48,2.68956858929275,NA,1,0.00353925927164624,0.104954435896378,0.837829083111618,0.979385029651026,232383.276902455,289897.514764211,35098.4484137602,37542.9265862398,NA,NA
10,1,0.6,0.4,3,1.5,50,0.14,0.02,0.12,0,305183.142857143,46889.7142857143,131803.015098832,11410.451462209,7,2.24133945699375,NA,1,0.00353925927164624,0.104954435896378,0.0561760015093228,0.23804817383203,183285.68472749,427080.600986796,36336.8067645009,57442.6218069277,NA,NA
10,1,0.6,0.4,5,0.5,50,1,0.06,0.76,0.18,130176.94,59088,69575.3684095374,0,50,1.94239622145186,1.81142919873536,3,0.020614970348974,0.162170916888382,0.625873162420571,0.857026086030083,110403.839078053,149950.040921947,59088,59088,-2.55744336329233,6.44223580619605
10,1,0.6,0.4,5,1,50,0.66,0.02,0.64,0,270948.666666667,59088,103099.310804155,0,33,3.13784941072827,NA,1,0.00353925927164624,0.104954435896378,0.501410168761127,0.758612503481533,234391.240664654,307506.09266868,59088,59088,NA,NA
10,1,0.6,0.4,5,1.5,50,0.22,0.02,0.2,0,323298.363636364,92508,105142.433058469,0,11,2.68960672614867,NA,1,0.00353925927164624,0.104954435896378,0.112437500157761,0.330371059322254,252662.715983005,393934.011289723,92508,92508,NA,NA
10,1,0.6,0.4,10,0.5,50,0.98,0.24,0.46,0.28,184021.081632653,144832,99130.4164406744,0,49,1.19536761844928,1.27259400008166,12,0.142973913969917,0.374126837579429,0.329696521922244,0.596011286008425,155547.501513598,212494.661751708,144832,144832,0.386799966518548,2.00393527038001
10,1,0.6,0.4,10,1,50,0.38,0.06,0.26,0.06,228385.157894737,144832,106737.187675182,0,19,1.64365154937368,2.07044543047597,3,0.020614970348974,0.162170916888382,0.158715274935524,0.395531572648488,176939.480212202,279830.835577272,144832,144832,-3.49962002459282,6.78692312334018
10,1,0.6,0.4,10,1.5,50,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,6.93889390390723e-18,0.0713475991333587,6.93889390390723e-18,0.0713475991333587,NA,NA,NA,NA,NA,NA
10,1,0.7,0.2,0.001,0.5,50,1,0,1,0,2007.62,71,594.52106912426,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,1838.65898162893,2176.58101837107,71,71,NA,NA
10,1,0.7,0.2,0.001,1,50,1,0,1,0,3330.8,71,1117.00136115241,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,3013.35172557604,3648.24827442397,71,71,NA,NA
10,1,0.7,0.2,0.001,1.5,50,1,0,1,0,12028.5,71,5050.67320730007,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,10593.1145563488,13463.8854436512,71,71,NA,NA
10,1,0.7,0.2,0.01,0.5,50,1,0,1,0,3018.62,71,742.701766442999,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,2807.54649340578,3229.69350659422,71,71,NA,NA
10,1,0.7,0.2,0.01,1,50,1,0,1,0,5754.16,71,1494.98817632346,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,5329.28906128558,6179.03093871442,71,71,NA,NA
10,1,0.7,0.2,0.01,1.5,50,1,0,1,0,19974.64,71,5150.92337575091,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,18510.7637737121,21438.5162262879,71,71,NA,NA
10,1,0.7,0.2,0.1,0.5,50,1,0,1,0,7587.24,174,2205.06842468687,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,6960.56648755107,8213.91351244893,174,174,NA,NA
10,1,0.7,0.2,0.1,1,50,1,0.02,0.98,0,16316.02,174,5007.57354369461,0,50,0.449525097902195,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,14892.8833452184,17739.1566547816,174,174,NA,NA
10,1,0.7,0.2,0.1,1.5,50,1,0,1,0,54982.18,272,13842.3794089612,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.928652400866641,1,51048.2192993944,58916.1407006056,272,272,NA,NA
10,1,0.7,0.2,0.5,0.5,50,1,0,0.98,0.02,12110.96,1637,4129.11586108766,0,50,NA,NA,0,6.93889390390723e-18,0.0713475991333587,0.895045564103622,0.996460740728354,10937.4782563013,13284.4417436987,1637,1637,NA,NA
10,1,0.7,0.2,0.5,1,50,1,0.04,0.96,0,28634.2,1637,9494.89777056443,0,50,1.79371138994665,1.26908553274843,2,0.0110388843276198,0.13460090687507,0.86539909312493,0.98896111567238,25935.7799103522,31332.6200896478,1637,1637,-9.60856973353529,13.1959925134286
10,1,0.7,0.2,0.5,1.5,50,1,0.02,0.98,0,86717.4,2563,21169.6095459158,0,50,1.79214971313545,NA,1,0.00353925927164624,0.104954435896378,0.895045564103622,0.996460740728354,80701.0635349783,92733.7364650216,2563,2563,NA,NA
