"mu","sigma","item_overlap","class_overlap","add_k","zipf_s","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","frac_tie","mean_ob_nobs","mean_ow_nobs","mean_log_ratio"
60,1,0.7,0.3,3,0.5,50,1,1,0,0,3885,15397,1.49724218352342
100,1,0.7,0.3,3,0.5,50,1,1,0,0,3369.18,15397,1.58686960879684
10,1.5,0.7,0.3,3,0.5,50,1,0,0.98,0.02,144624.1,24106,NA
30,1.5,0.7,0.3,3,0.5,50,1,0.06,0.74,0.2,27551.92,15397,0.896481568226456
60,1.5,0.7,0.3,3,0.5,50,1,0.36,0.34,0.3,16407.54,15397,0.672365060482707
100,1.5,0.7,0.3,3,0.5,50,1,0.42,0.26,0.32,13447.64,13950.88,0.853813438758173
10,0.5,0.5,0.4,3,0.5,50,1,0.04,0.9,0.06,112753.6,37741,3.3615877345016
30,0.5,0.5,0.4,3,0.5,50,1,0.12,0.66,0.22,36473.9,24106,1.41937326196516
60,0.5,0.5,0.4,3,0.5,50,1,0.4,0.14,0.46,21687.42,24106,0.874091565200824
100,0.5,0.5,0.4,3,0.5,50,1,0.22,0.42,0.36,18145.56,15397,1.1001824274704
10,1,0.5,0.4,3,0.5,50,0.44,0.04,0.4,0,219872.681818182,24106,2.91330146999306
30,1,0.5,0.4,3,0.5,50,1,0.04,0.96,0,178753.54,19577.32,2.4649581610255
60,1,0.5,0.4,3,0.5,50,1,0.08,0.92,0,136444.98,15397,1.56868407092187
100,1,0.5,0.4,3,0.5,50,1,0.08,0.9,0.02,118760.56,15397,1.56868407092187
10,1.5,0.5,0.4,3,0.5,50,0.1,0.04,0.06,0,129055.2,24106,2.91330146999306
30,1.5,0.5,0.4,3,0.5,50,0.18,0.04,0.14,0,165723.888888889,15397,2.46501338307469
60,1.5,0.5,0.4,3,0.5,50,0.3,0.06,0.24,0,214281.2,15397,1.79275066651872
100,1.5,0.5,0.4,3,0.5,50,0.4,0.02,0.36,0.02,227187.05,10947.4,3.13691871759453
10,0.5,0.6,0.4,3,0.5,50,1,0.48,0.02,0.5,30744.12,37741,0.560354457500398
30,0.5,0.6,0.4,3,0.5,50,1,1,0,0,8132.16,24106,1.12961623256514
60,0.5,0.6,0.4,3,0.5,50,1,1,0,0,5408.08,24106,1.55102074019709
100,0.5,0.6,0.4,3,0.5,50,1,1,0,0,4526.12,24106,1.73035114200737
10,1,0.6,0.4,3,0.5,50,1,0.04,0.92,0.04,93562.08,24651.4,1.79288683551598
30,1,0.6,0.4,3,0.5,50,1,0.32,0.42,0.26,26604.38,23409.28,0.756442446171811
60,1,0.6,0.4,3,0.5,50,1,0.24,0.42,0.34,17603.64,15397,0.747037836604426
100,1,0.6,0.4,3,0.5,50,1,0.44,0.18,0.38,13727.68,15397,0.733472734452741
10,1.5,0.6,0.4,3,0.5,50,0.22,0,0.22,0,212832.363636364,24106,NA
30,1.5,0.6,0.4,3,0.5,50,0.96,0,0.96,0,199933.458333333,15397,NA
60,1.5,0.6,0.4,3,0.5,50,1,0.02,0.94,0.04,119223.22,15397,0.896484284131327
100,1.5,0.6,0.4,3,0.5,50,1,0.02,0.94,0.04,94776.12,11837.32,0.896484284131327
10,0.5,0.7,0.4,3,0.5,50,1,1,0,0,16403.2,37741,0.869673666088962
30,0.5,0.7,0.4,3,0.5,50,1,1,0,0,5190.3,24106,1.56896418675162
60,0.5,0.7,0.4,3,0.5,50,1,1,0,0,3383.54,24106,1.99930583576821
100,0.5,0.7,0.4,3,0.5,50,1,1,0,0,2899.98,24106,2.16062962719818
10,1,0.7,0.4,3,0.5,50,1,0.02,0.62,0.36,38772.68,27105.7,1.79305863555823
30,1,0.7,0.4,3,0.5,50,1,1,0,0,10496.14,24106,0.887556768858976
60,1,0.7,0.4,3,0.5,50,1,1,0,0,6575.26,15397,0.914434766503708
100,1,0.7,0.4,3,0.5,50,1,1,0,0,5767.18,15397,1.0489358805332
10,1.5,0.7,0.4,3,0.5,50,0.8,0.02,0.78,0,253858.3,24106,1.79317090206646
30,1.5,0.7,0.4,3,0.5,50,1,0.02,0.96,0.02,63383.72,15397,1.79299423786585
60,1.5,0.7,0.4,3,0.5,50,1,0.04,0.92,0.04,37291,15397,1.79299423786585
100,1.5,0.7,0.4,3,0.5,50,1,0.06,0.78,0.16,28344.28,13950.88,1.19522786791213
10,0.5,0.5,0.2,5,0.5,50,1,1,0,0,19856.54,86492.4,1.5062162410304
30,0.5,0.5,0.2,5,0.5,50,1,1,0,0,6146.32,37741,1.87376657444431
60,0.5,0.5,0.2,5,0.5,50,1,1,0,0,3796.98,37741,2.34002239016056
100,0.5,0.5,0.2,5,0.5,50,1,1,0,0,3294.5,37741,2.48343930645368
10,1,0.5,0.2,5,0.5,50,1,0.46,0.18,0.36,53786.18,59088,0.740619053826894
30,1,0.5,0.2,5,0.5,50,1,0.94,0,0.06,15705.42,37741,1.058696588678
60,1,0.5,0.2,5,0.5,50,1,0.96,0,0.04,9996.28,24106,1.03660662139778
100,1,0.5,0.2,5,0.5,50,1,1,0,0,7846.66,24106,1.23720061642543
10,1.5,0.5,0.2,5,0.5,50,0.4,0,0.4,0,235416.8,44145.1,NA
30,1.5,0.5,0.2,5,0.5,50,1,0.02,0.94,0.04,114762.5,24106,0.896513320325129
60,1.5,0.5,0.2,5,0.5,50,1,0.12,0.82,0.06,65483,24106,0.522992292486163
100,1.5,0.5,0.2,5,0.5,50,1,0.1,0.76,0.14,49882.02,24106,0.806875037107339
10,0.5,0.6,0.2,5,0.5,50,1,1,0,0,12944.5,92508,1.99931019168301
30,0.5,0.6,0.2,5,0.5,50,1,1,0,0,4084.04,59088,2.71657838077182
60,0.5,0.6,0.2,5,0.5,50,1,1,0,0,2798.28,37741,2.64478129890007
100,0.5,0.6,0.2,5,0.5,50,1,1,0,0,2094.88,37741,2.92267457811921
10,1,0.6,0.2,5,0.5,50,1,1,0,0,26335.66,59088,0.896566892477422
30,1,0.6,0.2,5,0.5,50,1,1,0,0,7157.56,37741,1.72134335975648
60,1,0.6,0.2,5,0.5,50,1,1,0,0,4871.48,30378.1,1.88274370794696
100,1,0.6,0.2,5,0.5,50,1,1,0,0,4171.04,24106,1.84686953333155
10,1.5,0.6,0.2,5,0.5,50,0.98,0.04,0.92,0.02,213180.448979592,42968.8367346939,1.56901212625952
30,1.5,0.6,0.2,5,0.5,50,1,0.16,0.66,0.18,42866.98,24378.7,1.06463609772414
60,1.5,0.6,0.2,5,0.5,50,1,0.36,0.34,0.3,26430.3,24106,0.772026446581584
100,1.5,0.6,0.2,5,0.5,50,1,0.5,0.16,0.34,19911.36,24106,0.950301876236623
10,0.5,0.7,0.2,5,0.5,50,1,1,0,0,9094.02,92508,2.36686443163596
30,0.5,0.7,0.2,5,0.5,50,1,1,0,0,2835.32,59088,3.07512959437588
60,0.5,0.7,0.2,5,0.5,50,1,1,0,0,1982.9,37741,2.98543254109519
100,0.5,0.7,0.2,5,0.5,50,1,1,0,0,1615.66,37741,3.18263978070248
10,1,0.7,0.2,5,0.5,50,1,1,0,0,16091.44,59088,1.3807011503648
30,1,0.7,0.2,5,0.5,50,1,1,0,0,4537.12,37741,2.196557203224
60,1,0.7,0.2,5,0.5,50,1,1,0,0,2924.84,37195.6,2.61790155933594
100,1,0.7,0.2,5,0.5,50,1,1,0,0,2489.82,24106,2.3488782506148
10,1.5,0.7,0.2,5,0.5,50,1,0.14,0.74,0.12,108705.1,45425.92,1.40888230814154
30,1.5,0.7,0.2,5,0.5,50,1,0.56,0.16,0.28,19461.36,26014.9,1.12074699797665
60,1.5,0.7,0.2,5,0.5,50,1,0.84,0,0.16,11723.76,24106,1.14199767825943
100,1.5,0.7,0.2,5,0.5,50,1,0.98,0,0.02,8966.26,24106,1.2441555609678
10,0.5,0.5,0.3,5,0.5,50,1,0.94,0,0.06,35572.94,88497.6,1.13497463627269
30,0.5,0.5,0.3,5,0.5,50,1,1,0,0,9649.44,37741,1.49725359550576
60,0.5,0.5,0.3,5,0.5,50,1,1,0,0,6313.54,37741,1.92759182018122
100,0.5,0.5,0.3,5,0.5,50,1,1,0,0,5608.54,37741,2.01720214004023
10,1,0.5,0.3,5,0.5,50,1,0.1,0.84,0.06,136629.72,59088,2.33086460145287
30,1,0.5,0.3,5,0.5,50,1,0.34,0.28,0.38,39890.56,37741,1.133821445121
60,1,0.5,0.3,5,0.5,50,1,0.38,0.32,0.3,24664.96,24106,1.03804465481502
100,1,0.5,0.3,5,0.5,50,1,0.44,0.2,0.36,21161.98,24106,1.05950055304019
10,1.5,0.5,0.3,5,0.5,50,0.18,0.04,0.14,0,196233.333333333,44856.6666666667,3.13739935434869
30,1.5,0.5,0.3,5,0.5,50,0.76,0.04,0.72,0,208058,24106,2.91330146999306
60,1.5,0.5,0.3,5,0.5,50,0.96,0.06,0.9,0,180383.270833333,24106,2.53992461401753
100,1.5,0.5,0.3,5,0.5,50,1,0.06,0.9,0.04,150282.68,24106,2.53982891125119
10,0.5,0.6,0.3,5,0.5,50,1,1,0,0,17690.62,92508,1.69449152047391
30,0.5,0.6,0.3,5,0.5,50,1,1,0,0,4933.5,58661.06,2.53724537318602
60,0.5,0.6,0.3,5,0.5,50,1,1,0,0,3149.28,37741,2.55514852711718
100,0.5,0.6,0.3,5,0.5,50,1,1,0,0,2739.14,37741,2.69856421929733
10,1,0.6,0.3,5,0.5,50,1,0.52,0.14,0.34,50190.6,59088,0.689665943372022
30,1,0.6,0.3,5,0.5,50,1,0.98,0,0.02,12536.26,37741,1.30821767271525
60,1,0.6,0.3,5,0.5,50,1,0.96,0,0.04,8348.1,30923.5,1.50356393390156
100,1,0.6,0.3,5,0.5,50,1,0.98,0,0.02,6900.44,24106,1.48204475957765
10,1.5,0.6,0.3,5,0.5,50,0.48,0,0.48,0,265625.875,44856.6666666667,NA
30,1.5,0.6,0.3,5,0.5,50,1,0.08,0.92,0,101702.16,24651.4,1.23269757898923
60,1.5,0.6,0.3,5,0.5,50,1,0.08,0.74,0.18,58324.36,24106,1.23269803459169
100,1.5,0.6,0.3,5,0.5,50,1,0.18,0.66,0.16,47055.8,24106,0.846693618742656
10,0.5,0.7,0.3,5,0.5,50,1,1,0,0,12069.1,92508,2.0710241157686
30,0.5,0.7,0.3,5,0.5,50,1,1,0,0,3605.04,59088,2.87800361828306
60,0.5,0.7,0.3,5,0.5,50,1,1,0,0,2458.08,37741,2.80615352712508
100,0.5,0.7,0.3,5,0.5,50,1,1,0,0,2101.58,37741,2.92266615379428
10,1,0.7,0.3,5,0.5,50,1,1,0,0,23697.04,59088,0.968293806076232
30,1,0.7,0.3,5,0.5,50,1,1,0,0,6785.32,37741,1.78412170103995
60,1,0.7,0.3,5,0.5,50,1,1,0,0,4260.76,37741,2.31311628369926
100,1,0.7,0.3,5,0.5,50,1,1,0,0,3807.1,24106,1.91861194592768
10,1.5,0.7,0.3,5,0.5,50,0.98,0.02,0.94,0.02,210520.265306122,44711.4489795918,0.448280821435524
30,1.5,0.7,0.3,5,0.5,50,1,0.18,0.6,0.22,38906.12,25742.2,0.796924456292617
60,1.5,0.7,0.3,5,0.5,50,1,0.44,0.18,0.38,21802.64,24106,0.774289263581041
100,1.5,0.7,0.3,5,0.5,50,1,0.56,0.08,0.36,17882.36,24106,0.912545328894343
10,0.5,0.5,0.4,5,0.5,50,1,0.18,0.64,0.18,129957.86,88497.6,1.39452268634884
30,0.5,0.5,0.4,5,0.5,50,1,0.24,0.4,0.36,42706.18,37741,1.083251430346
60,0.5,0.5,0.4,5,0.5,50,1,0.64,0.06,0.3,27116.74,37741,0.85450633715035
100,0.5,0.5,0.4,5,0.5,50,1,0.86,0.02,0.12,19974.78,37741,0.969511986290144
10,1,0.5,0.4,5,0.5,50,0.28,0.04,0.24,0,215448.785714286,59088,3.80986855593712
30,1,0.5,0.4,5,0.5,50,0.82,0.04,0.74,0.04,229883.975609756,37741,2.91325894363093
60,1,0.5,0.4,5,0.5,50,0.9,0.06,0.82,0.02,182816.066666667,24106,2.39045843701194
100,1,0.5,0.4,5,0.5,50,0.98,0.1,0.86,0.02,183460.653061224,24106,1.70323534365586
10,1.5,0.5,0.4,5,0.5,50,0.08,0.04,0.04,0,80924,37741,3.3615877345016
30,1.5,0.5,0.4,5,0.5,50,0.14,0.04,0.1,0,163586.857142857,24106,2.91330146999306
60,1.5,0.5,0.4,5,0.5,50,0.18,0.04,0.12,0.02,176087.111111111,24106,2.91330146999306
100,1.5,0.5,0.4,5,0.5,50,0.24,0.02,0.18,0.04,202713.333333333,24106,4.03343203791966
10,0.5,0.6,0.4,5,0.5,50,1,1,0,0,30744.12,92508,1.15655261376192
30,0.5,0.6,0.4,5,0.5,50,1,1,0,0,8255.14,59088,2.03513996291571
60,0.5,0.6,0.4,5,0.5,50,1,1,0,0,5615.34,37741,1.96343791183013
100,0.5,0.6,0.4,5,0.5,50,1,1,0,0,4753.12,37741,2.13379755341423
10,1,0.6,0.4,5,0.5,50,1,0.06,0.76,0.18,130176.94,59088,1.94239622145186
30,1,0.6,0.4,5,0.5,50,1,0.46,0.24,0.3,35067,37741,0.818586271048759
60,1,0.6,0.4,5,0.5,50,1,0.56,0.14,0.3,22778.28,30378.1,0.86451991687295
100,1,0.6,0.4,5,0.5,50,1,0.5,0.06,0.44,18800.36,24106,0.824802189729165
10,1.5,0.6,0.4,5,0.5,50,0.16,0,0.16,0,274843.125,45746.125,NA
30,1.5,0.6,0.4,5,0.5,50,0.74,0,0.72,0.02,230350.135135135,24843.027027027,NA
60,1.5,0.6,0.4,5,0.5,50,1,0.06,0.94,0,184932.3,24106,0.747116181628812
100,1.5,0.6,0.4,5,0.5,50,1,0.04,0.94,0.02,148788.66,24106,0.67240070362175
10,0.5,0.7,0.4,5,0.5,50,1,1,0,0,16340.26,92508,1.76622301374964
30,0.5,0.7,0.4,5,0.5,50,1,1,0,0,5417.3,59088,2.420691419594
60,0.5,0.7,0.4,5,0.5,50,1,1,0,0,3470.48,37741,2.42070541491367
100,0.5,0.7,0.4,5,0.5,50,1,1,0,0,2947.48,37741,2.59098740027249
10,1,0.7,0.4,5,0.5,50,1,0.6,0,0.4,44287.12,59088,0.582763820038887
30,1,0.7,0.4,5,0.5,50,1,1,0,0,12852.16,37741,1.15654588268481
60,1,0.7,0.4,5,0.5,50,1,1,0,0,7817.56,37468.3,1.65860377036731
100,1,0.7,0.4,5,0.5,50,1,1,0,0,6469.96,24106,1.39860223638112
10,1.5,0.7,0.4,5,0.5,50,0.48,0.02,0.46,0,269552.625,47525.0416666667,2.68973798801052
30,1.5,0.7,0.4,5,0.5,50,1,0.02,0.94,0.04,96986.94,25469.5,2.24128232478422
60,1.5,0.7,0.4,5,0.5,50,1,0.04,0.86,0.1,56177.46,24106,2.24128232478422
100,1.5,0.7,0.4,5,0.5,50,1,0.08,0.7,0.22,41744.46,24106,1.12058791681963
10,0.5,0.5,0.2,10,0.5,50,0,0,0,0,NA,NA,NA
30,0.5,0.5,0.2,10,0.5,50,1,1,0,0,6162.74,92508,2.77030892286877
60,0.5,0.5,0.2,10,0.5,50,1,1,0,0,3948.24,92508,3.21862269990444
100,0.5,0.5,0.2,10,0.5,50,1,1,0,0,3472.24,59088,2.88689750128547
10,1,0.5,0.2,10,0.5,50,1,0.86,0.04,0.1,74140.9,144832,1.06334234424345
30,1,0.5,0.2,10,0.5,50,1,1,0,0,19642.32,87829.2,1.64069080719678
60,1,0.5,0.2,10,0.5,50,1,1,0,0,12220.58,59088,1.72137751851394
100,1,0.5,0.2,10,0.5,50,1,1,0,0,10345.18,59088,1.88273616328312
10,1.5,0.5,0.2,10,0.5,50,0.22,0,0.22,0,305128.454545455,97264.7272727273,NA
30,1.5,0.5,0.2,10,0.5,50,0.96,0.04,0.82,0.1,201978.916666667,59088,0.896567085944056
60,1.5,0.5,0.2,10,0.5,50,1,0.12,0.76,0.12,122264.7,49695.32,0.896557521563706
100,1.5,0.5,0.2,10,0.5,50,1,0.12,0.84,0.04,96547.64,37741,0.672419832382448
10,0.5,0.6,0.2,10,0.5,50,0,0,0,0,NA,NA,NA
30,0.5,0.6,0.2,10,0.5,50,1,1,0,0,4096.6,92508,3.15588916363836
60,0.5,0.6,0.2,10,0.5,50,1,1,0,0,2885.22,92508,3.51444270412745
100,0.5,0.6,0.2,10,0.5,50,1,1,0,0,2187.48,92508,3.77439135381036
10,1,0.6,0.2,10,0.5,50,1,1,0,0,30090.92,144832,1.68552388637545
30,1,0.6,0.2,10,0.5,50,1,1,0,0,8242.06,92508,2.50134680254396
60,1,0.6,0.2,10,0.5,50,1,1,0,0,5705.9,59088,2.42068052836453
100,1,0.6,0.2,10,0.5,50,1,1,0,0,4757.48,59088,2.61792820767825
10,1.5,0.6,0.2,10,0.5,50,0.54,0.04,0.48,0.02,232506.777777778,94445.9259259259,2.24141980613221
30,1.5,0.6,0.2,10,0.5,50,1,0.32,0.42,0.26,72364.42,59088,1.0366358986202
60,1.5,0.6,0.2,10,0.5,50,1,0.58,0.16,0.26,44785.62,56526.36,0.896556748343355
100,1.5,0.6,0.2,10,0.5,50,1,0.46,0.18,0.36,34019.78,37741,0.993976551345184
10,0.5,0.7,0.2,10,0.5,50,0,0,0,0,NA,NA,NA
30,0.5,0.7,0.2,10,0.5,50,1,1,0,0,2911.8,143785.52,3.93581987993325
60,0.5,0.7,0.2,10,0.5,50,1,1,0,0,2038.46,92508,3.85508184274606
100,0.5,0.7,0.2,10,0.5,50,1,1,0,0,1676.34,92508,4.04333966802336
10,1,0.7,0.2,10,0.5,50,1,1,0,0,17604.34,144832,2.19656098779768
30,1,0.7,0.2,10,0.5,50,1,1,0,0,4981.5,92508,3.00344885604154
60,1,0.7,0.2,10,0.5,50,1,1,0,0,3354.7,59088,2.97653837906964
100,1,0.7,0.2,10,0.5,50,1,1,0,0,2665.06,59088,3.18271009265229
10,1.5,0.7,0.2,10,0.5,50,0.96,0.24,0.56,0.16,171768.333333333,97958.4166666667,1.1954006004574
30,1.5,0.7,0.2,10,0.5,50,1,0.74,0.02,0.24,32548.64,59088,1.28430398221655
60,1.5,0.7,0.2,10,0.5,50,1,0.96,0,0.04,19027.66,58234.12,1.49424187700385
100,1.5,0.7,0.2,10,0.5,50,1,0.96,0,0.04,13320.6,38594.88,1.4475375653955
10,0.5,0.5,0.3,10,0.5,50,0,0,0,0,NA,NA,NA
30,0.5,0.5,0.3,10,0.5,50,1,1,0,0,10099.62,92508,2.34897502045697
60,0.5,0.5,0.3,10,0.5,50,1,1,0,0,6690.68,92508,2.76138272465915
100,0.5,0.5,0.3,10,0.5,50,1,1,0,0,5725,59088,2.44754980984093
10,1,0.5,0.3,10,0.5,50,0.88,0.22,0.42,0.24,185736.681818182,144832,1.67076828016444
30,1,0.5,0.3,10,0.5,50,1,0.72,0.18,0.1,64015.58,86492.4,1.08329982258227
60,1,0.5,0.3,10,0.5,50,1,0.72,0.1,0.18,40017.84,59088,1.05840769314508
100,1,0.5,0.3,10,0.5,50,1,0.8,0.06,0.14,32942.06,59088,1.16550076673588
10,1.5,0.5,0.3,10,0.5,50,0.12,0.04,0.06,0.02,194628.333333333,92508,3.80980703422137
30,1.5,0.5,0.3,10,0.5,50,0.42,0.04,0.36,0.02,228144.047619048,59088,3.80986855593712
60,1.5,0.5,0.3,10,0.5,50,0.66,0.04,0.6,0.02,221440.606060606,51325.4545454545,3.3615877345016
100,1.5,0.5,0.3,10,0.5,50,0.78,0.04,0.7,0.04,205852.307692308,37741,3.58564344586047
10,0.5,0.6,0.3,10,0.5,50,0,0,0,0,NA,NA,NA
30,0.5,0.6,0.3,10,0.5,50,1,1,0,0,5305.94,92508,2.92274302557879
60,0.5,0.6,0.3,10,0.5,50,1,1,0,0,3281.62,92508,3.41584196172422
100,0.5,0.6,0.3,10,0.5,50,1,1,0,0,2826.08,92508,3.56822562452471
10,1,0.6,0.3,10,0.5,50,1,0.9,0,0.1,63344.92,144832,1.10574907337343
30,1,0.6,0.3,10,0.5,50,1,1,0,0,16010.44,92508,1.96343880741934
60,1,0.6,0.3,10,0.5,50,1,1,0,0,9896.5,59088,1.9455066596973
100,1,0.6,0.3,10,0.5,50,1,1,0,0,8446.74,59088,2.18759280060604
10,1.5,0.6,0.3,10,0.5,50,0.18,0.02,0.14,0.02,244816.222222222,104135.555555556,0.448279322745947
30,1.5,0.6,0.3,10,0.5,50,0.96,0.06,0.8,0.1,182461.270833333,59088,1.94244762364509
60,1.5,0.6,0.3,10,0.5,50,1,0.14,0.62,0.24,114748.98,55245.54,1.0886390603086
100,1.5,0.6,0.3,10,0.5,50,1,0.14,0.72,0.14,84749.34,37741,0.960539906428787
10,0.5,0.7,0.3,10,0.5,50,0,0,0,0,NA,NA,NA
30,0.5,0.7,0.3,10,0.5,50,1,1,0,0,3650.44,144832,3.76558223956358
60,0.5,0.7,0.3,10,0.5,50,1,1,0,0,2509.34,92508,3.68478558513175
100,0.5,0.7,0.3,10,0.5,50,1,1,0,0,2223.16,92508,3.76542070103107
10,1,0.7,0.3,10,0.5,50,1,1,0,0,29020.44,144832,1.66759403309103
30,1,0.7,0.3,10,0.5,50,1,1,0,0,7200.54,92508,2.62687380267811
60,1,0.7,0.3,10,0.5,50,1,1,0,0,4939.28,59088,2.63586986684591
100,1,0.7,0.3,10,0.5,50,1,1,0,0,4211.84,59088,2.72551655216632
10,1.5,0.7,0.3,10,0.5,50,0.64,0.04,0.54,0.06,274234.40625,95778.25,0.67240767987268
30,1.5,0.7,0.3,10,0.5,50,1,0.34,0.44,0.22,68724.14,59088,0.843825669987184
60,1.5,0.7,0.3,10,0.5,50,1,0.66,0.08,0.26,39739.64,58234.12,0.950900490094642
100,1.5,0.7,0.3,10,0.5,50,1,0.5,0.16,0.34,31359.52,38594.88,0.950355924835088
10,0.5,0.5,0.4,10,0.5,50,0,0,0,0,NA,NA,NA
30,0.5,0.5,0.4,10,0.5,50,1,0.86,0.02,0.12,49688.96,92508,0.979923927126932
60,0.5,0.5,0.4,10,0.5,50,1,1,0,0,31104.62,92508,1.30894706549252
100,0.5,0.5,0.4,10,0.5,50,1,0.88,0,0.12,26112.06,59088,1.1919942118284
10,1,0.5,0.4,10,0.5,50,0.14,0.04,0.04,0.06,164133.571428571,144832,4.70641514783798
30,1,0.5,0.4,10,0.5,50,0.42,0.06,0.3,0.06,232064,90916.5714285714,2.39045419139984
60,1,0.5,0.4,10,0.5,50,0.64,0.06,0.54,0.04,244573.5,59088,2.68933931110325
100,1,0.5,0.4,10,0.5,50,0.72,0.12,0.58,0.02,222777.333333333,59088,1.79294333040833
10,1.5,0.5,0.4,10,0.5,50,0.06,0.02,0.04,0,194058.666666667,92508,5.37826639301864
30,1.5,0.5,0.4,10,0.5,50,0.06,0.04,0.02,0,32315.6666666667,59088,3.80986855593712
60,1.5,0.5,0.4,10,0.5,50,0.1,0.04,0.06,0,108891,50549.2,3.3615877345016
100,1.5,0.5,0.4,10,0.5,50,0.12,0.02,0.08,0.02,93557.5,37741,4.4817183024282
10,0.5,0.6,0.4,10,0.5,50,0,0,0,0,NA,NA,NA
30,0.5,0.6,0.4,10,0.5,50,1,1,0,0,8665.14,92508,2.43857989008504
60,0.5,0.6,0.4,10,0.5,50,1,1,0,0,5777.2,92508,2.83308488016541
100,0.5,0.6,0.4,10,0.5,50,1,1,0,0,4980.12,92508,2.98550579090299
10,1,0.6,0.4,10,0.5,50,0.98,0.24,0.46,0.28,184021.081632653,144832,1.19536761844928
30,1,0.6,0.4,10,0.5,50,1,0.78,0.04,0.18,53474.54,92508,1.02297732081715
60,1,0.6,0.4,10,0.5,50,1,0.76,0.06,0.18,35752.48,59088,0.979129191192844
100,1,0.6,0.4,10,0.5,50,1,0.84,0,0.16,29283.78,59088,1.0886692437696
10,1.5,0.6,0.4,10,0.5,50,0.04,0,0.04,0,355000,92508,NA
30,1.5,0.6,0.4,10,0.5,50,0.32,0,0.32,0,240854,59088,NA
60,1.5,0.6,0.4,10,0.5,50,0.64,0.04,0.56,0.04,238951.3125,55752.53125,0.67242395368979
100,1.5,0.6,0.4,10,0.5,50,0.88,0.06,0.82,0,237590.636363636,37741,0.448286264508531
10,0.5,0.7,0.4,10,0.5,50,0,0,0,0,NA,NA,NA
30,0.5,0.7,0.4,10,0.5,50,1,1,0,0,5462.7,144832,3.30827004087453
60,0.5,0.7,0.4,10,0.5,50,1,1,0,0,3689.76,92508,3.25451216415765
100,0.5,0.7,0.4,10,0.5,50,1,1,0,0,3133.18,92508,3.42480428148188
10,1,0.7,0.4,10,0.5,50,1,1,0,0,53322.54,144832,1.09379146413956
30,1,0.7,0.4,10,0.5,50,1,1,0,0,15126.22,92508,1.90068530831602
60,1,0.7,0.4,10,0.5,50,1,1,0,0,9753.2,59088,1.90068623798601
100,1,0.7,0.4,10,0.5,50,1,1,0,0,8010.04,59088,2.09793114155002
10,1.5,0.7,0.4,10,0.5,50,0.16,0.06,0.1,0,237148.5,99048.5,1.34484659849176
30,1.5,0.7,0.4,10,0.5,50,1,0.08,0.92,0,178942.08,59088,1.23274453488584
60,1.5,0.7,0.4,10,0.5,50,1,0.1,0.68,0.22,96799.24,58234.12,1.25515445626081
100,1.5,0.7,0.4,10,0.5,50,1,0.08,0.72,0.2,78502.94,38594.88,1.34472877710073
10,0.5,0.5,0.2,0.001,1,50,1,0,1,0,5955.58,71,NA
30,0.5,0.5,0.2,0.001,1,50,1,0,1,0,1665.38,71,NA
60,0.5,0.5,0.2,0.001,1,50,1,0,1,0,1246.94,71,NA
100,0.5,0.5,0.2,0.001,1,50,1,0,1,0,1082.42,71,NA
10,1,0.5,0.2,0.001,1,50,1,0,1,0,9453.1,71,NA
30,1,0.5,0.2,0.001,1,50,1,0,1,0,2031.26,71,NA
60,1,0.5,0.2,0.001,1,50,1,0,1,0,1454.58,71,NA
100,1,0.5,0.2,0.001,1,50,1,0,1,0,1298.48,71,NA
10,1.5,0.5,0.2,0.001,1,50,0.44,0,0.44,0,30727.0909090909,71,NA
30,1.5,0.5,0.2,0.001,1,50,1,0,1,0,2752.14,71,NA
60,1.5,0.5,0.2,0.001,1,50,1,0,1,0,1835.6,71,NA
100,1.5,0.5,0.2,0.001,1,50,1,0,1,0,1581.06,71,NA
10,0.5,0.6,0.2,0.001,1,50,1,0,1,0,3864.02,71,NA
30,0.5,0.6,0.2,0.001,1,50,1,0,1,0,1357.58,71,NA
60,0.5,0.6,0.2,0.001,1,50,1,0,1,0,1008.2,71,NA
100,0.5,0.6,0.2,0.001,1,50,1,0,1,0,912.66,71,NA
10,1,0.6,0.2,0.001,1,50,1,0,1,0,4314.46,71,NA
30,1,0.6,0.2,0.001,1,50,1,0,1,0,1543.16,71,NA
60,1,0.6,0.2,0.001,1,50,1,0,1,0,1094.24,71,NA
100,1,0.6,0.2,0.001,1,50,1,0,1,0,1025.24,71,NA
10,1.5,0.6,0.2,0.001,1,50,0.92,0,0.92,0,8805.58695652174,71,NA
30,1.5,0.6,0.2,0.001,1,50,1,0,1,0,1920.64,71,NA
60,1.5,0.6,0.2,0.001,1,50,1,0,1,0,1411.56,71,NA
100,1.5,0.6,0.2,0.001,1,50,1,0,1,0,1176.98,71,NA
10,0.5,0.7,0.2,0.001,1,50,1,0,1,0,2681.32,71,NA
30,0.5,0.7,0.2,0.001,1,50,1,0,1,0,1063.72,71,NA
60,0.5,0.7,0.2,0.001,1,50,1,0,1,0,841.04,71,NA
100,0.5,0.7,0.2,0.001,1,50,1,0,1,0,695.32,71,NA
10,1,0.7,0.2,0.001,1,50,1,0,1,0,3330.8,71,NA
30,1,0.7,0.2,0.001,1,50,1,0,1,0,1185.22,71,NA
60,1,0.7,0.2,0.001,1,50,1,0,1,0,901.52,71,NA
100,1,0.7,0.2,0.001,1,50,1,0,1,0,768.18,71,NA
