"mu","sigma","item_overlap","class_overlap","add_k","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","mean_ob_nobs","mean_ow_nobs","sd_ob_nobs","sd_ow_nobs","n_both","mean_log_ratio","sd_log_ratio","n_ob_lt_ow"
100,1.5,0.5,0.2,1,50,1,0.86,0,30.34,57,14.728301230721,0,50,0.903729025251899,0.549192610155969,43
100,1.5,0.5,0.3,0.001,50,1,0,1,24.06,1,7.6382763308303,0,50,NA,NA,0
100,1.5,0.5,0.3,0.01,50,1,0,1,23.8,1,7.4422950157892,0,50,NA,NA,0
100,1.5,0.5,0.3,0.1,50,1,0,1,26.72,4,9.5811038518747,0,50,NA,NA,0
100,1.5,0.5,0.3,0.5,50,1,0.1,0.8,45.04,23,19.6333327558528,0,50,0.529609139580138,0.228448163877897,5
100,1.5,0.5,0.3,1,50,1,0.32,0.42,67.36,57,35.8555833468493,0,50,0.738327660360225,0.460307531452932,16
100,1.5,0.5,0.4,0.001,50,1,0,1,89.72,1,41.6766170431726,0,50,NA,NA,0
100,1.5,0.5,0.4,0.01,50,1,0,1,92,1,40.3636530779353,0,50,NA,NA,0
100,1.5,0.5,0.4,0.1,50,1,0,1,124.88,4,65.3953877172838,0,50,NA,NA,0
100,1.5,0.5,0.4,0.5,50,1,0,1,327,23,257.737407895267,0,50,NA,NA,0
100,1.5,0.5,0.4,1,50,1,0.02,0.92,629.52,57,589.092946479447,0,50,0.45953232937844,NA,1
100,1.5,0.6,0.2,0.001,50,1,0,1,12.9,1,3.1638906557643,0,50,NA,NA,0
100,1.5,0.6,0.2,0.01,50,1,0,1,12.9,1,3.1638906557643,0,50,NA,NA,0
100,1.5,0.6,0.2,0.1,50,1,0,1,13.02,4,3.12651595882962,0,50,NA,NA,0
100,1.5,0.6,0.2,0.5,50,1,0.82,0,15.18,23,4.59231834209063,0,50,0.569244647466413,0.285482872832844,41
100,1.5,0.6,0.2,1,50,1,1,0,19.94,57,8.36516098872861,0,50,1.13443360914294,0.418000005046864,50
100,1.5,0.6,0.3,0.001,50,1,0,1,15.7,1,3.82393108980691,0,50,NA,NA,0
100,1.5,0.6,0.3,0.01,50,1,0,1,15.7,1,3.82393108980691,0,50,NA,NA,0
100,1.5,0.6,0.3,0.1,50,1,0,0.98,16.02,4,4.0832659997225,0,50,NA,NA,0
100,1.5,0.6,0.3,0.5,50,1,0.34,0.22,22.98,23,9.71741546221556,0,50,0.595340056666957,0.358002494710306,17
100,1.5,0.6,0.3,1,50,1,0.88,0.02,32.1,57,15.5291036838734,0,50,0.825655252035466,0.55706137222834,44
100,1.5,0.6,0.4,0.001,50,1,0,1,25.4,1,9.03733751653412,0,50,NA,NA,0
100,1.5,0.6,0.4,0.01,50,1,0,1,25.56,1,8.91950396717262,0,50,NA,NA,0
100,1.5,0.6,0.4,0.1,50,1,0,1,27.44,4,10.1099264213395,0,50,NA,NA,0
100,1.5,0.6,0.4,0.5,50,1,0.04,0.76,44.68,23,20.8017267729074,0,50,0.42744401482694,0,2
100,1.5,0.6,0.4,1,50,1,0.24,0.4,67.86,57,35.2182756360318,0,50,0.873740007823071,0.365414492055478,12
100,1.5,0.7,0.2,0.001,50,1,0,1,11.88,1,3.37239695535531,0,50,NA,NA,0
100,1.5,0.7,0.2,0.01,50,1,0,1,11.88,1,3.37239695535531,0,50,NA,NA,0
100,1.5,0.7,0.2,0.1,50,1,0,1,11.88,4,3.37239695535531,0,50,NA,NA,0
100,1.5,0.7,0.2,0.5,50,1,1,0,12.42,23,3.26446545300721,0,50,0.656102170819826,0.297628943247844,50
100,1.5,0.7,0.2,1,50,1,1,0,16.24,57,5.33972406227368,0,50,1.31660271106524,0.369034292754823,50
100,1.5,0.7,0.3,0.001,50,1,0,1,13.54,1,3.09845254332954,0,50,NA,NA,0
100,1.5,0.7,0.3,0.01,50,1,0,1,13.54,1,3.09845254332954,0,50,NA,NA,0
100,1.5,0.7,0.3,0.1,50,1,0,1,13.54,4,3.09845254332954,0,50,NA,NA,0
100,1.5,0.7,0.3,0.5,50,1,0.62,0.04,17.42,23,6.4621030253474,0,50,0.588827747794749,0.265816055523389,31
100,1.5,0.7,0.3,1,50,1,0.98,0,22.24,57,9.28364812177732,0,50,1.04185380693724,0.381447062725253,49
100,1.5,0.7,0.4,0.001,50,1,0,1,17.04,1,4.18919893954704,0,50,NA,NA,0
100,1.5,0.7,0.4,0.01,50,1,0,1,17.2,1,4.26183825433608,0,50,NA,NA,0
100,1.5,0.7,0.4,0.1,50,1,0,1,17.52,4,4.38569101901693,0,50,NA,NA,0
100,1.5,0.7,0.4,0.5,50,1,0.3,0.36,25.04,23,9.10025790170537,0,50,0.495554097995738,0.1797420541365,15
100,1.5,0.7,0.4,1,50,1,0.8,0,33.66,57,14.0008891845905,0,50,0.771632551523285,0.353323776098692,40
