"mu","sigma","item_overlap","class_overlap","add_k","n_preferred","frac_detected","frac_ob_lt_ow","frac_ow_lt_ob","mean_ob_nobs","mean_ow_nobs","sd_ob_nobs","sd_ow_nobs","n_both","mean_log_ratio","sd_log_ratio","n_ob_lt_ow"
100,1.5,0.5,0.3,0.5,50,1,0.26,0.26,24.06,23,8.12757965327982,0,50,0.5060325723294,0.191832291767597,13
100,1.5,0.5,0.3,1,50,1,0.76,0,35.52,57,14.613720139873,0,50,0.753799563898228,0.409080882370266,38
100,1.5,0.5,0.4,0.001,50,1,0,1,40.68,1,15.5870694710031,0,50,NA,NA,0
100,1.5,0.5,0.4,0.01,50,1,0,1,41.78,1,15.6769556603159,0,50,NA,NA,0
100,1.5,0.5,0.4,0.1,50,1,0,1,53.02,4,22.9324562797012,0,50,NA,NA,0
100,1.5,0.5,0.4,0.5,50,1,0,0.98,94.14,23,43.0524170313921,0,50,NA,NA,0
100,1.5,0.5,0.4,1,50,1,0.08,0.82,157.46,57,95.7872238082823,0,50,0.57153851001018,0.22401236126348,4
100,1.5,0.6,0.2,0.001,50,1,0,1,8.7,1,2.41804441140154,0,50,NA,NA,0
100,1.5,0.6,0.2,0.01,50,1,0,1,8.7,1,2.41804441140154,0,50,NA,NA,0
100,1.5,0.6,0.2,0.1,50,1,0,0.94,8.7,4,2.41804441140154,0,50,NA,NA,0
100,1.5,0.6,0.2,0.5,50,1,1,0,9.66,23,3.37221540455142,0,50,0.929201719159379,0.361833244218755,50
100,1.5,0.6,0.2,1,50,1,1,0,11.74,57,4.11968891236873,0,50,1.65274150746511,0.408338025966112,50
100,1.5,0.6,0.3,0.001,50,1,0,1,12.26,1,3.19955354028384,0,50,NA,NA,0
100,1.5,0.6,0.3,0.01,50,1,0,1,12.26,1,3.19955354028384,0,50,NA,NA,0
100,1.5,0.6,0.3,0.1,50,1,0,0.98,12.26,4,3.19955354028384,0,50,NA,NA,0
100,1.5,0.6,0.3,0.5,50,1,0.94,0,13.58,23,3.82307708101039,0,50,0.607727303607922,0.290151419727957,47
100,1.5,0.6,0.3,1,50,1,1,0,17.52,57,5.84926299212306,0,50,1.24279715800259,0.381338197135972,50
100,1.5,0.6,0.4,0.001,50,1,0,1,17.4,1,3.70328039909021,0,50,NA,NA,0
100,1.5,0.6,0.4,0.01,50,1,0,1,17.4,1,3.70328039909021,0,50,NA,NA,0
100,1.5,0.6,0.4,0.1,50,1,0,1,17.72,4,3.82814496558725,0,50,NA,NA,0
100,1.5,0.6,0.4,0.5,50,1,0.1,0.3,26.1,23,6.9612630803231,0,50,0.42744401482694,0,5
100,1.5,0.6,0.4,1,50,1,0.82,0,36.08,57,11.7018051982572,0,50,0.62243987626879,0.25752597295855,41
100,1.5,0.7,0.2,0.001,50,1,0,1,7.84,1,1.60814254622518,0,50,NA,NA,0
100,1.5,0.7,0.2,0.01,50,1,0,1,7.84,1,1.60814254622518,0,50,NA,NA,0
100,1.5,0.7,0.2,0.1,50,1,0,0.96,7.84,4,1.60814254622518,0,50,NA,NA,0
100,1.5,0.7,0.2,0.5,50,1,1,0,8.02,23,1.55825648251696,0,50,1.07612777534971,0.225976237609991,50
100,1.5,0.7,0.2,1,50,1,1,0,9.76,57,2.91764512256451,0,50,1.80853598304244,0.303473825739824,50
100,1.5,0.7,0.3,0.001,50,1,0,1,9.76,1,2.91764512256451,0,50,NA,NA,0
100,1.5,0.7,0.3,0.01,50,1,0,1,9.64,1,2.81946586343975,0,50,NA,NA,0
100,1.5,0.7,0.3,0.1,50,1,0,0.96,9.64,4,2.81946586343975,0,50,NA,NA,0
100,1.5,0.7,0.3,0.5,50,1,1,0,11.02,23,3.47874009564687,0,50,0.790704504221677,0.348129239625898,50
100,1.5,0.7,0.3,1,50,1,1,0,13.6,57,4.09579176766613,0,50,1.49082490099486,0.374051496072108,50
100,1.5,0.7,0.4,0.001,50,1,0,1,13.26,1,2.84863017563723,0,50,NA,NA,0
100,1.5,0.7,0.4,0.01,50,1,0,1,13.26,1,2.84863017563723,0,50,NA,NA,0
100,1.5,0.7,0.4,0.1,50,1,0,1,13.14,4,2.89975368412068,0,50,NA,NA,0
100,1.5,0.7,0.4,0.5,50,1,0.82,0,15.54,23,4.18554363377137,0,50,0.524547538594503,0.22464709798052,41
100,1.5,0.7,0.4,1,50,1,1,0,20.72,57,7.03066171008339,0,50,1.07415865735038,0.372611430091666,50
